MMSI,IMO,STATUS,SPEED,LON,LAT,COURSE,HEADING,TIMESTAMP,SHIP_ID
316035891,9780768,1,0,-54.174720,47.716340,96,341,2020-11-26T03:23:00,5149482
316035891,9780768,1,0,-54.175040,47.716380,282,352,2020-11-26T04:26:00,5149482
316035891,9780768,1,0,-54.175720,47.716380,191,5,2020-11-26T05:29:00,5149482
316035891,9780768,1,0,-54.175740,47.716370,81,6,2020-11-26T06:35:00,5149482
316035891,9780768,1,1,-54.175210,47.716540,105,337,2020-11-26T07:41:00,5149482
316035891,9780768,1,2,-54.172670,47.717380,43,287,2020-11-26T08:41:00,5149482
316035891,9780768,1,1,-54.172020,47.719470,352,238,2020-11-26T09:47:00,5149482
316035891,9780768,1,1,-54.171930,47.719630,164,254,2020-11-26T10:47:00,5149482
316035891,9780768,1,0,-54.171600,47.718870,12,261,2020-11-26T11:47:00,5149482
316035891,9780768,1,9,-54.171810,47.720040,343,239,2020-11-26T12:47:00,5149482
316035891,9780768,1,0,-54.172610,47.721260,134,227,2020-11-26T15:08:00,5149482
316035891,9780768,0,0,-54.174470,47.719850,183,225,2020-11-26T17:46:00,5149482
316035891,9780768,0,63,-54.105240,47.740360,77,71,2020-11-26T18:45:00,5149482
316035891,9780768,0,5,-54.016300,47.774970,115,217,2020-11-26T19:44:00,5149482
316035891,9780768,0,0,-54.015670,47.774640,186,225,2020-11-28T14:24:00,5149482
316035891,9780768,0,106,-54.056510,47.712780,176,175,2020-11-28T17:27:00,5149482
316035891,9780768,0,40,-54.483430,46.675080,140,149,2020-11-29T04:17:00,5149482
316035891,9780768,0,38,-54.427330,46.622290,141,145,2020-11-29T05:18:00,5149482
316035891,9780768,0,33,-54.361590,46.578580,125,130,2020-11-29T06:18:00,5149482
